,Unnamed: 0,Month,DayofMonth,DayOfWeek,SchedDepTime,Carrier,TailNum,DepDelay,Origin,Distance
8642,8642,1,9,3,20,WN,N739GB,13,ABQ,3
8643,8643,1,9,3,19,WN,N449WN,47,ALB,1
8644,8644,1,9,3,17,WN,N446WN,16,AUS,1
8645,8645,1,9,3,9,WN,N341SW,6,AUS,1
8646,8646,1,9,3,18,WN,N323SW,16,AUS,1
8647,8647,1,9,3,18,WN,N258WN,13,AUS,2
8648,8648,1,9,3,15,WN,N430WN,55,AUS,1
8649,8649,1,9,3,18,WN,N283WN,17,AUS,1
8650,8650,1,9,3,12,WN,N321SW,59,AUS,1
8651,8651,1,9,3,21,WN,N397SW,100,AUS,1
8652,8652,1,9,3,20,WN,N394SW,23,AUS,3
8653,8653,1,9,3,12,WN,N700GS,10,AUS,3
8654,8654,1,9,3,20,WN,N330SW,7,AUS,2
8655,8655,1,9,3,10,WN,N370SW,30,AUS,3
8656,8656,1,9,3,14,WN,N388SW,107,BDL,1
8657,8657,1,9,3,19,WN,N304SW,14,BDL,1
8658,8658,1,9,3,11,WN,N241WN,10,BDL,3
8659,8659,1,9,3,12,WN,N430WN,15,BHM,2
8660,8660,1,9,3,17,WN,N453WN,20,BHM,2
8661,8661,1,9,3,11,WN,N793SA,6,BHM,4
8662,8662,1,9,3,19,WN,N264LV,11,BHM,1
8663,8663,1,9,3,10,WN,N312SW,12,BHM,1
8664,8664,1,9,3,14,WN,N258WN,20,BNA,2
8665,8665,1,9,3,10,WN,N430WN,29,BNA,1
8666,8666,1,9,3,16,WN,N453WN,25,BNA,1
8667,8667,1,9,3,15,WN,N774SW,19,BNA,2
8668,8668,1,9,3,20,WN,N425LV,14,BNA,2
8669,8669,1,9,3,11,WN,N501SW,258,BNA,2
8670,8670,1,9,3,11,WN,N474WN,87,BNA,1
8671,8671,1,9,3,10,WN,N398SW,7,BNA,1
8672,8672,1,9,3,20,WN,N785SW,8,BNA,1
8673,8673,1,9,3,10,WN,N758SW,82,BNA,3
8674,8674,1,9,3,17,WN,N330SW,35,BNA,2
8675,8675,1,9,3,13,WN,N472WN,85,BNA,4
8676,8676,1,9,3,21,WN,N551WN,8,BNA,2
8677,8677,1,9,3,10,WN,N498WN,6,BNA,1
8678,8678,1,9,3,12,WN,N429WN,16,BNA,3
8679,8679,1,9,3,19,WN,N286WN,6,BNA,3
8680,8680,1,9,3,16,WN,N718SW,6,BNA,3
8681,8681,1,9,3,18,WN,N435WN,8,BNA,1
8682,8682,1,9,3,15,WN,N313SW,30,BNA,2
8683,8683,1,9,3,19,WN,N690SW,7,BOI,2
8684,8684,1,9,3,16,WN,N748SW,8,BOI,2
8685,8685,1,9,3,13,WN,N663SW,9,BOI,1
8686,8686,1,9,3,19,WN,N650SW,12,BOI,1
8687,8687,1,9,3,12,WN,N748SW,14,BOI,1
8688,8688,1,9,3,14,WN,N365SW,15,BOI,1
8689,8689,1,9,3,9,WN,N314SW,18,BUF,1
8690,8690,1,9,3,14,WN,N762SW,15,BUF,3
8691,8691,1,9,3,10,WN,N420WN,13,BUF,1
8692,8692,1,9,3,7,WN,N498WN,14,BUF,1
8693,8693,1,9,3,17,WN,N219WN,7,BUF,4
8694,8694,1,9,3,8,WN,N217JC,21,BUF,3
8695,8695,1,9,3,16,WN,N336SW,23,BUF,3
8696,8696,1,9,3,14,WN,N551WN,11,BUR,1
8697,8697,1,9,3,9,WN,N618WN,19,BUR,1
8698,8698,1,9,3,14,WN,N654SW,10,BUR,1
8699,8699,1,9,3,19,WN,N477WN,12,BUR,1
8700,8700,1,9,3,16,WN,N399WN,23,BUR,1
8701,8701,1,9,3,17,WN,N231WN,9,BUR,1
8702,8702,1,9,3,11,WN,N550WN,7,BUR,1
8703,8703,1,9,3,18,WN,N501SW,8,BWI,1
8704,8704,1,9,3,17,WN,N449WN,62,BWI,1
8705,8705,1,9,3,15,WN,N725SW,16,BWI,3
8706,8706,1,9,3,22,WN,N413WN,20,BWI,1
8707,8707,1,9,3,14,WN,N447WN,9,BWI,2
8708,8708,1,9,3,9,WN,N312SW,24,BWI,2
8709,8709,1,9,3,14,WN,N206WN,7,BWI,2
8710,8710,1,9,3,9,WN,N752SW,7,BWI,2
8711,8711,1,9,3,12,WN,N762SW,9,BWI,1
8712,8712,1,9,3,22,WN,N388SW,65,BWI,1
8713,8713,1,9,3,14,WN,N336SW,23,BWI,1
8714,8714,1,9,3,14,WN,N433LV,10,BWI,1
8715,8715,1,9,3,9,WN,N456WN,9,BWI,1
8716,8716,1,9,3,19,WN,N205WN,22,BWI,3
8717,8717,1,9,3,20,WN,N449WN,45,BWI,1
8718,8718,1,9,3,13,WN,N221WN,59,BWI,2
8719,8719,1,9,3,13,WN,N634SW,21,BWI,1
8720,8720,1,9,3,10,WN,N203WN,30,BWI,1
8721,8721,1,9,3,18,WN,N416WN,31,BWI,2
8722,8722,1,9,3,9,WN,N409WN,28,BWI,5
8723,8723,1,9,3,11,WN,N310SW,23,BWI,2
8724,8724,1,9,3,19,WN,N281WN,83,BWI,2
8725,8725,1,9,3,14,WN,N678AA,10,BWI,2
8726,8726,1,9,3,10,WN,N684WN,92,BWI,2
8727,8727,1,9,3,14,WN,N379SW,54,BWI,2
8728,8728,1,9,3,17,WN,N284WN,18,BWI,2
8729,8729,1,9,3,11,WN,N771SA,16,BWI,2
8730,8730,1,9,3,15,WN,N466WN,10,BWI,2
8731,8731,1,9,3,20,WN,N469WN,16,BWI,2
8732,8732,1,9,3,20,WN,N799SW,26,BWI,1
8733,8733,1,9,3,9,WN,N698SW,7,BWI,1
8734,8734,1,9,3,10,WN,N729SW,6,BWI,2
8735,8735,1,9,3,18,WN,N774SW,10,BWI,4
8736,8736,1,9,3,12,WN,N737JW,29,BWI,4
8737,8737,1,9,3,12,WN,N459WN,8,BWI,1
8738,8738,1,9,3,19,WN,N789SW,43,BWI,1
8739,8739,1,9,3,21,WN,N742SW,27,BWI,1
8740,8740,1,9,3,10,WN,N314SW,47,BWI,1
8741,8741,1,9,3,22,WN,N465WN,17,BWI,1
8742,8742,1,9,3,8,WN,N737JW,12,BWI,1
8743,8743,1,9,3,16,WN,N388SW,104,BWI,2
8744,8744,1,9,3,9,WN,N759GS,22,BWI,5
8745,8745,1,9,3,16,WN,N217JC,7,BWI,3
8746,8746,1,9,3,11,WN,N652SW,14,BWI,3
8747,8747,1,9,3,21,WN,N360SW,127,BWI,1
8748,8748,1,9,3,9,WN,N468WN,7,BWI,1
8749,8749,1,9,3,9,WN,N233LV,17,BWI,4
8750,8750,1,9,3,13,WN,N314SW,35,BWI,2
8751,8751,1,9,3,13,WN,N411WN,34,BWI,2
8752,8752,1,9,3,9,WN,N310SW,30,CLE,1
8753,8753,1,9,3,14,WN,N462WN,27,CLE,1
8754,8754,1,9,3,7,WN,N684WN,32,CLE,1
8755,8755,1,9,3,14,WN,N474WN,44,CLE,1
8756,8756,1,9,3,8,WN,N648SW,36,CMH,1
8757,8757,1,9,3,19,WN,N613SW,21,CMH,1
8758,8758,1,9,3,17,WN,N306SW,17,DAL,2
8759,8759,1,9,3,18,WN,N739GB,16,DAL,2
8760,8760,1,9,3,19,WN,N338SW,23,DAL,2
8761,8761,1,9,3,14,WN,N310SW,7,DAL,1
8762,8762,1,9,3,19,WN,N394SW,28,DAL,1
8763,8763,1,9,3,15,WN,N682SW,49,DAL,2
8764,8764,1,9,3,20,WN,N515SW,7,DAL,2
8765,8765,1,9,3,10,WN,N660SW,29,DAL,1
8766,8766,1,9,3,12,WN,N513SW,19,DAL,1
8767,8767,1,9,3,15,WN,N527SW,12,DAL,1
8768,8768,1,9,3,16,WN,N512SW,15,DAL,1
8769,8769,1,9,3,20,WN,N502SW,6,DAL,1
8770,8770,1,9,3,11,WN,N716SW,8,DAL,1
8771,8771,1,9,3,20,WN,N409WN,38,DAL,1
8772,8772,1,9,3,19,WN,N514SW,12,DAL,1
8773,8773,1,9,3,16,WN,N363SW,8,DAL,1
8774,8774,1,9,3,20,WN,N232WN,17,DAL,1
8775,8775,1,9,3,14,WN,N325SW,10,DAL,1
8776,8776,1,9,3,20,WN,N773SA,57,DAL,1
8777,8777,1,9,3,21,WN,N503SW,45,DAL,1
8778,8778,1,9,3,11,WN,N376SW,41,DAL,1
8779,8779,1,9,3,11,WN,N676SW,17,DAL,1
8780,8780,1,9,3,20,WN,N520SW,19,DAL,1
8781,8781,1,9,3,9,WN,N508SW,11,DAL,1
8782,8782,1,9,3,20,WN,N379SW,31,DAL,1
8783,8783,1,9,3,15,WN,N212WN,20,DAL,2
8784,8784,1,9,3,10,WN,N711HK,54,DAL,2
8785,8785,1,9,3,19,WN,N323SW,6,DAL,1
8786,8786,1,9,3,15,WN,N477WN,16,DEN,1
8787,8787,1,9,3,14,WN,N283WN,7,DEN,2
8788,8788,1,9,3,16,WN,N343SW,9,DEN,3
8789,8789,1,9,3,14,WN,N281WN,16,DEN,3
8790,8790,1,9,3,9,WN,N725SW,17,DEN,3
8791,8791,1,9,3,13,WN,N272WN,19,DEN,2
8792,8792,1,9,3,12,WN,N758SW,66,DEN,2
8793,8793,1,9,3,19,WN,N457WN,9,DEN,2
8794,8794,1,9,3,17,WN,N261WN,42,DEN,4
8795,8795,1,9,3,14,WN,N765SW,18,DEN,2
8796,8796,1,9,3,15,WN,N394SW,20,DEN,1
8797,8797,1,9,3,19,WN,N331SW,23,DEN,2
8798,8798,1,9,3,15,WN,N252WN,7,DEN,2
8799,8799,1,9,3,21,WN,N314SW,90,DEN,3
8800,8800,1,9,3,17,WN,N612SW,6,DEN,3
8801,8801,1,9,3,13,WN,N676SW,29,DEN,1
8802,8802,1,9,3,17,WN,N400WN,19,DEN,1
8803,8803,1,9,3,21,WN,N205WN,35,DEN,1
8804,8804,1,9,3,16,WN,N622SW,8,DEN,4
8805,8805,1,9,3,14,WN,N313SW,38,DTW,1
8806,8806,1,9,3,7,WN,N376SW,7,DTW,1
8807,8807,1,9,3,9,WN,N437WN,9,DTW,1
8808,8808,1,9,3,17,WN,N625SW,6,ELP,2
8809,8809,1,9,3,21,WN,N689SW,11,ELP,2
8810,8810,1,9,3,13,WN,N363SW,8,ELP,2
8811,8811,1,9,3,16,WN,N682SW,43,ELP,1
8812,8812,1,9,3,14,WN,N635SW,12,FLL,2
8813,8813,1,9,3,17,WN,N222WN,8,FLL,3
8814,8814,1,9,3,16,WN,N376SW,26,FLL,1
8815,8815,1,9,3,20,WN,N313SW,22,FLL,2
8816,8816,1,9,3,16,WN,N417WN,38,FLL,3
8817,8817,1,9,3,22,WN,N601WN,19,FLL,1
8818,8818,1,9,3,14,WN,N304SW,26,FLL,1
8819,8819,1,9,3,8,WN,N356SW,8,GEG,2
8820,8820,1,9,3,11,WN,N602SW,8,GEG,1
8821,8821,1,9,3,14,WN,N603SW,24,GEG,1
8822,8822,1,9,3,10,WN,N659SW,9,GEG,1
8823,8823,1,9,3,14,WN,N600WN,11,GEG,2
8824,8824,1,9,3,19,WN,N330SW,13,HOU,1
8825,8825,1,9,3,10,WN,N321SW,72,HOU,1
8826,8826,1,9,3,9,WN,N370SW,38,HOU,1
8827,8827,1,9,3,14,WN,N330SW,44,HOU,2
8828,8828,1,9,3,18,WN,N465WN,29,HOU,3
8829,8829,1,9,3,13,WN,N513SW,11,HOU,1
8830,8830,1,9,3,13,WN,N325SW,17,HOU,1
8831,8831,1,9,3,13,WN,N682SW,55,HOU,1
8832,8832,1,9,3,15,WN,N512SW,28,HOU,1
8833,8833,1,9,3,18,WN,N773SA,53,HOU,1
8834,8834,1,9,3,22,WN,N397SW,62,HOU,1
8835,8835,1,9,3,17,WN,N692SW,7,HOU,2
8836,8836,1,9,3,17,WN,N280WN,6,HOU,2
8837,8837,1,9,3,10,WN,N635SW,32,HOU,2
8838,8838,1,9,3,22,WN,N754SW,12,HOU,1
8839,8839,1,9,3,14,WN,N416WN,11,HOU,1
8840,8840,1,9,3,14,WN,N375SW,45,HOU,2
8841,8841,1,9,3,13,WN,N407WN,59,HOU,3
8842,8842,1,9,3,17,WN,N456WN,62,HOU,3
8843,8843,1,9,3,19,WN,N414WN,64,HOU,3
8844,8844,1,9,3,12,WN,N212WN,53,HOU,1
8845,8845,1,9,3,18,WN,N430WN,93,HOU,2
8846,8846,1,9,3,13,WN,N321SW,52,HOU,2
8847,8847,1,9,3,18,WN,N283WN,64,HOU,1
8848,8848,1,9,3,11,WN,N632SW,18,HOU,1
8849,8849,1,9,3,16,WN,N242WN,134,HOU,1
8850,8850,1,9,3,15,WN,N242WN,17,HOU,1
8851,8851,1,9,3,12,WN,N648SW,14,HOU,1
8852,8852,1,9,3,18,WN,N314SW,17,HOU,1
8853,8853,1,9,3,11,WN,N503SW,11,HOU,1
8854,8854,1,9,3,16,WN,N430WN,105,HOU,1
8855,8855,1,9,3,18,WN,N763SW,17,HOU,1
8856,8856,1,9,3,13,WN,N503SW,11,HOU,2
8857,8857,1,9,3,19,WN,N688SW,8,HOU,2
8858,8858,1,9,3,12,WN,N417WN,80,HOU,2
8859,8859,1,9,3,12,WN,N660SW,23,HOU,1
8860,8860,1,9,3,17,WN,N521SW,8,HOU,1
8861,8861,1,9,3,10,WN,N695SW,6,IAD,2
8862,8862,1,9,3,17,WN,N351SW,8,IND,1
8863,8863,1,9,3,15,WN,N221WN,46,IND,3
8864,8864,1,9,3,14,WN,N634SW,10,ISP,1
8865,8865,1,9,3,17,WN,N279WN,7,ISP,1
8866,8866,1,9,3,13,WN,N222WN,18,ISP,3
8867,8867,1,9,3,8,WN,N245WN,6,ISP,2
8868,8868,1,9,3,12,WN,N203WN,14,ISP,2
8869,8869,1,9,3,18,WN,N328SW,7,ISP,3
8870,8870,1,9,3,9,WN,N221WN,73,JAN,2
8871,8871,1,9,3,15,WN,N416WN,10,JAN,2
8872,8872,1,9,3,17,WN,N375SW,38,JAX,2
8873,8873,1,9,3,10,WN,N201LV,6,LAS,1
8874,8874,1,9,3,12,WN,N364SW,8,LAS,2
8875,8875,1,9,3,17,WN,N223WN,30,LAS,5
8876,8876,1,9,3,15,WN,N551WN,27,LAS,4
8877,8877,1,9,3,16,WN,N650SW,12,LAS,2
8878,8878,1,9,3,18,WN,N488WN,7,LAS,1
8879,8879,1,9,3,14,WN,N399WN,31,LAS,1
8880,8880,1,9,3,11,WN,N746SW,11,LAS,1
8881,8881,1,9,3,15,WN,N231WN,8,LAS,1
8882,8882,1,9,3,22,WN,N459WN,14,LAS,2
8883,8883,1,9,3,14,WN,N261WN,49,LAS,2
8884,8884,1,9,3,18,WN,N689SW,7,LAS,2
8885,8885,1,9,3,12,WN,N724SW,10,LAS,3
8886,8886,1,9,3,8,WN,N416WN,7,LAS,3
8887,8887,1,9,3,16,WN,N287WN,11,LAS,5
8888,8888,1,9,3,11,WN,N799SW,7,LAS,4
8889,8889,1,9,3,16,WN,N794SW,11,LAS,5
8890,8890,1,9,3,22,WN,N779SW,7,LAS,1
8891,8891,1,9,3,13,WN,N296WN,7,LAS,1
8892,8892,1,9,3,9,WN,N364SW,16,LAS,1
8893,8893,1,9,3,12,WN,N409WN,32,LAS,1
8894,8894,1,9,3,22,WN,N363SW,7,LAS,1
8895,8895,1,9,3,15,WN,N302SW,6,LAS,1
8896,8896,1,9,3,11,WN,N740SW,8,LAS,2
8897,8897,1,9,3,13,WN,N723SW,31,LAS,5
8898,8898,1,9,3,12,WN,N427WN,35,LAS,4
8899,8899,1,9,3,19,WN,N734SA,22,LAS,4
8900,8900,1,9,3,14,WN,N240WN,8,LAS,4
8901,8901,1,9,3,14,WN,N451WN,8,LAS,1
8902,8902,1,9,3,16,WN,N420WN,18,LAS,1
8903,8903,1,9,3,9,WN,N394SW,7,LAS,1
8904,8904,1,9,3,22,WN,N446WN,11,LAS,1
8905,8905,1,9,3,15,WN,N758SW,6,LAS,1
8906,8906,1,9,3,21,WN,N367SW,9,LAS,1
8907,8907,1,9,3,11,WN,N267WN,10,LAS,5
8908,8908,1,9,3,16,WN,N728SW,13,LAS,1
8909,8909,1,9,3,22,WN,N348SW,13,LAS,1
8910,8910,1,9,3,15,WN,N265WN,9,LAS,1
8911,8911,1,9,3,12,WN,N291WN,16,LAS,5
8912,8912,1,9,3,18,WN,N221WN,75,LAS,1
8913,8913,1,9,3,9,WN,N710SW,6,LAS,1
8914,8914,1,9,3,14,WN,N680AA,17,LAS,1
8915,8915,1,9,3,21,WN,N221WN,72,LAS,1
8916,8916,1,9,3,18,WN,N626SW,9,LAS,1
8917,8917,1,9,3,22,WN,N612SW,8,LAS,1
8918,8918,1,9,3,11,WN,N772SW,6,LAS,3
8919,8919,1,9,3,11,WN,N230WN,10,LAS,2
8920,8920,1,9,3,10,WN,N761RR,95,LAS,1
8921,8921,1,9,3,17,WN,N661SW,6,LAS,1
8922,8922,1,9,3,20,WN,N631SW,12,LAS,1
8923,8923,1,9,3,22,WN,N454WN,23,LAS,1
8924,8924,1,9,3,13,WN,N403WN,25,LAS,1
8925,8925,1,9,3,20,WN,N743SW,7,LAS,1
8926,8926,1,9,3,19,WN,N639SW,8,LAS,1
8927,8927,1,9,3,16,WN,N365SW,12,LAS,1
8928,8928,1,9,3,8,WN,N738CB,6,LAS,1
8929,8929,1,9,3,17,WN,N472WN,19,LAS,1
8930,8930,1,9,3,11,WN,N228WN,25,LAS,1
8931,8931,1,9,3,14,WN,N362SW,9,LAS,1
8932,8932,1,9,3,21,WN,N394SW,15,LAS,1
8933,8933,1,9,3,15,WN,N761RR,81,LAS,1
8934,8934,1,9,3,11,WN,N601WN,40,LAS,3
8935,8935,1,9,3,11,WN,N306SW,28,LAS,3
8936,8936,1,9,3,21,WN,N472WN,17,LAS,1
8937,8937,1,9,3,14,WN,N409WN,55,LAX,2
8938,8938,1,9,3,10,WN,N428WN,23,LAX,2
8939,8939,1,9,3,13,WN,N425LV,14,LAX,4
8940,8940,1,9,3,14,WN,N625SW,15,LAX,2
8941,8941,1,9,3,18,WN,N615SW,7,LAX,2
8942,8942,1,9,3,10,WN,N363SW,21,LAX,2
8943,8943,1,9,3,12,WN,N266WN,11,LAX,3
8944,8944,1,9,3,17,WN,N438WN,6,LAX,3
8945,8945,1,9,3,15,WN,N296WN,12,LAX,1
8946,8946,1,9,3,9,WN,N306SW,8,LAX,1
8947,8947,1,9,3,11,WN,N364SW,18,LAX,1
8948,8948,1,9,3,13,WN,N406WN,7,LAX,4
8949,8949,1,9,3,15,WN,N753SW,50,LAX,4
8950,8950,1,9,3,9,WN,N709SW,9,LAX,1
8951,8951,1,9,3,14,WN,N289CT,6,LAX,1
8952,8952,1,9,3,15,WN,N407WN,63,LAX,1
8953,8953,1,9,3,19,WN,N456WN,46,LAX,1
8954,8954,1,9,3,11,WN,N236WN,7,LAX,1
8955,8955,1,9,3,12,WN,N618WN,9,LAX,3
8956,8956,1,9,3,15,WN,N701GS,15,LAX,1
8957,8957,1,9,3,11,WN,N402WN,96,LAX,1
8958,8958,1,9,3,15,WN,N659SW,23,LAX,1
8959,8959,1,9,3,21,WN,N414WN,58,LAX,1
8960,8960,1,9,3,13,WN,N310SW,12,LIT,1
8961,8961,1,9,3,20,WN,N514SW,8,MAF,1
8962,8962,1,9,3,14,WN,N212WN,43,MAF,1
8963,8963,1,9,3,17,WN,N739GB,18,MCI,1
8964,8964,1,9,3,21,WN,N281WN,62,MCI,1
8965,8965,1,9,3,19,WN,N314SW,96,MCI,2
8966,8966,1,9,3,16,WN,N325SW,16,MCI,1
8967,8967,1,9,3,21,WN,N773SA,46,MCI,1
8968,8968,1,9,3,9,WN,N309SW,7,MCI,1
8969,8969,1,9,3,22,WN,N677AA,36,MCI,1
8970,8970,1,9,3,11,WN,N353SW,10,MCI,3
8971,8971,1,9,3,15,WN,N613SW,27,MCI,1
8972,8972,1,9,3,21,WN,N624SW,60,MCI,1
8973,8973,1,9,3,19,WN,N630WN,13,MCI,1
8974,8974,1,9,3,17,WN,N376SW,17,MCO,3
8975,8975,1,9,3,11,WN,N429WN,27,MCO,2
8976,8976,1,9,3,10,WN,N459WN,19,MCO,2
8977,8977,1,9,3,20,WN,N649SW,13,MCO,2
8978,8978,1,9,3,21,WN,N723SW,19,MCO,1
8979,8979,1,9,3,16,WN,N469WN,15,MCO,2
8980,8980,1,9,3,19,WN,N428WN,13,MCO,2
8981,8981,1,9,3,12,WN,N419WN,10,MCO,3
8982,8982,1,9,3,18,WN,N470WN,52,MCO,2
8983,8983,1,9,3,13,WN,N400WN,16,MCO,2
8984,8984,1,9,3,17,WN,N379SW,31,MCO,2
8985,8985,1,9,3,18,WN,N202WN,14,MCO,2
8986,8986,1,9,3,17,WN,N762SW,17,MCO,4
8987,8987,1,9,3,10,WN,N466WN,29,MCO,3
8988,8988,1,9,3,14,WN,N469WN,41,MCO,1
8989,8989,1,9,3,13,WN,N684WN,74,MCO,2
8990,8990,1,9,3,16,WN,N405WN,9,MCO,2
8991,8991,1,9,3,20,WN,N242WN,107,MDW,2
8992,8992,1,9,3,8,WN,N498WN,20,MDW,1
8993,8993,1,9,3,13,WN,N258WN,16,MDW,1
8994,8994,1,9,3,20,WN,N679AA,10,MDW,1
8995,8995,1,9,3,22,WN,N788SA,13,MDW,1
8996,8996,1,9,3,15,WN,N400WN,10,MDW,2
8997,8997,1,9,3,9,WN,N648SW,34,MDW,2
8998,8998,1,9,3,22,WN,N753SW,35,MDW,1
8999,8999,1,9,3,8,WN,N684WN,16,MDW,1
9000,9000,1,9,3,12,WN,N753SW,17,MDW,4
9001,9001,1,9,3,13,WN,N470WN,65,MDW,2
9002,9002,1,9,3,9,WN,N400WN,38,MDW,2
9003,9003,1,9,3,19,WN,N411WN,8,MDW,2
9004,9004,1,9,3,14,WN,N462WN,14,MDW,2
9005,9005,1,9,3,18,WN,N275WN,19,MDW,2
9006,9006,1,9,3,22,WN,N493WN,10,MDW,3
9007,9007,1,9,3,21,WN,N600WN,27,MDW,1
9008,9008,1,9,3,16,WN,N321SW,33,MDW,1
9009,9009,1,9,3,21,WN,N251WN,76,MDW,2
9010,9010,1,9,3,20,WN,N492WN,10,MDW,3
9011,9011,1,9,3,10,WN,N437WN,9,MDW,3
9012,9012,1,9,3,21,WN,N464WN,12,MDW,1
9013,9013,1,9,3,18,WN,N427WN,22,MDW,1
9014,9014,1,9,3,11,WN,N695SW,8,MDW,1
9015,9015,1,9,3,20,WN,N470WN,24,MDW,4
9016,9016,1,9,3,9,WN,N625SW,11,MDW,4
9017,9017,1,9,3,19,WN,N321SW,30,MDW,1
9018,9018,1,9,3,12,WN,N420WN,6,MDW,3
9019,9019,1,9,3,12,WN,N206WN,11,MHT,1
9020,9020,1,9,3,14,WN,N777QC,6,MHT,1
9021,9021,1,9,3,22,WN,N799SW,13,MHT,3
9022,9022,1,9,3,11,WN,N698SW,8,MHT,2
9023,9023,1,9,3,7,WN,N625SW,18,MHT,2
9024,9024,1,9,3,20,WN,N283WN,61,MSY,1
9025,9025,1,9,3,12,WN,N632SW,23,MSY,1
9026,9026,1,9,3,9,WN,N634SW,15,MSY,2
9027,9027,1,9,3,18,WN,N379SW,28,MSY,1
9028,9028,1,9,3,13,WN,N376SW,31,MSY,2
9029,9029,1,9,3,10,WN,N503SW,19,MSY,1
9030,9030,1,9,3,16,WN,N242WN,13,MSY,1
9031,9031,1,9,3,17,WN,N900WN,10,MSY,4
9032,9032,1,9,3,17,WN,N242WN,123,MSY,2
9033,9033,1,9,3,12,WN,N435WN,8,OAK,4
9034,9034,1,9,3,11,WN,N365SW,23,OAK,2
9035,9035,1,9,3,12,WN,N710SW,8,OAK,1
9036,9036,1,9,3,13,WN,N631SW,16,OAK,1
9037,9037,1,9,3,11,WN,N394SW,8,OAK,2
9038,9038,1,9,3,11,WN,N280WN,8,OAK,4
9039,9039,1,9,3,11,WN,N359SW,9,OAK,1
9040,9040,1,9,3,13,WN,N749SW,18,OAK,1
9041,9041,1,9,3,8,WN,N428WN,28,OAK,1
9042,9042,1,9,3,12,WN,N669SW,13,OAK,1
9043,9043,1,9,3,16,WN,N676SW,19,OAK,1
9044,9044,1,9,3,10,WN,N254WN,6,OAK,2
9045,9045,1,9,3,17,WN,N407WN,67,OAK,2
9046,9046,1,9,3,9,WN,N900WN,25,OAK,2
9047,9047,1,9,3,8,WN,N772SW,12,OAK,1
9048,9048,1,9,3,18,WN,N693SW,10,OAK,1
9049,9049,1,9,3,21,WN,N456WN,44,OAK,1
9050,9050,1,9,3,21,WN,N444WN,7,OAK,2
9051,9051,1,9,3,13,WN,N208WN,20,OAK,2
9052,9052,1,9,3,11,WN,N764SW,11,OAK,2
9053,9053,1,9,3,22,WN,N488WN,14,OAK,1
9054,9054,1,9,3,17,WN,N394SW,33,OKC,1
9055,9055,1,9,3,7,WN,N676SW,8,OKC,1
9056,9056,1,9,3,12,WN,N676SW,8,OKC,1
9057,9057,1,9,3,19,WN,N314SW,9,OKC,1
9058,9058,1,9,3,15,WN,N639SW,6,OMA,1
9059,9059,1,9,3,10,WN,N601WN,33,ONT,1
9060,9060,1,9,3,15,WN,N301SW,6,ONT,1
9061,9061,1,9,3,14,WN,N673AA,23,ONT,1
9062,9062,1,9,3,14,WN,N689SW,11,ONT,1
9063,9063,1,9,3,8,WN,N759GS,20,ORF,1
9064,9064,1,9,3,19,WN,N711HK,27,PBI,1
9065,9065,1,9,3,14,WN,N382SW,9,PBI,1
9066,9066,1,9,3,11,WN,N717SA,14,PDX,3
9067,9067,1,9,3,17,WN,N690SW,13,PDX,1
9068,9068,1,9,3,9,WN,N659SW,19,PDX,1
9069,9069,1,9,3,16,WN,N348SW,8,PDX,1
9070,9070,1,9,3,13,WN,N345SA,9,PDX,1
9071,9071,1,9,3,21,WN,N333SW,19,PDX,1
9072,9072,1,9,3,21,WN,N310SW,17,PDX,2
9073,9073,1,9,3,11,WN,N739GB,35,PDX,3
9074,9074,1,9,3,14,WN,N233LV,6,PDX,4
9075,9075,1,9,3,21,WN,N706SW,14,PDX,2
9076,9076,1,9,3,12,WN,N650SW,24,PDX,3
9077,9077,1,9,3,19,WN,N407WN,66,PDX,3
9078,9078,1,9,3,20,WN,N650SW,13,PDX,2
9079,9079,1,9,3,18,WN,N383SW,46,PDX,2
9080,9080,1,9,3,11,WN,N415WN,16,PDX,2
9081,9081,1,9,3,12,WN,N254WN,8,PDX,1
9082,9082,1,9,3,19,WN,N659SW,13,PDX,1
9083,9083,1,9,3,16,WN,N603SW,12,PDX,1
9084,9084,1,9,3,9,WN,N655WN,13,PHL,2
9085,9085,1,9,3,10,WN,N296WN,11,PHL,5
9086,9086,1,9,3,10,WN,N397SW,19,PHL,2
9087,9087,1,9,3,18,WN,N346SW,6,PHL,2
9088,9088,1,9,3,10,WN,N753SW,33,PHL,2
9089,9089,1,9,3,11,WN,N239WN,10,PHL,5
9090,9090,1,9,3,12,WN,N783SW,15,PHL,1
9091,9091,1,9,3,11,WN,N351SW,32,PHL,2
9092,9092,1,9,3,20,WN,N375SW,40,PHL,2
9093,9093,1,9,3,22,WN,N330SW,37,PHX,1
9094,9094,1,9,3,12,WN,N362SW,41,PHX,1
9095,9095,1,9,3,20,WN,N399WN,41,PHX,1
9096,9096,1,9,3,17,WN,N631SW,10,PHX,1
9097,9097,1,9,3,21,WN,N293,7,PHX,2
9098,9098,1,9,3,9,WN,N395SW,15,PHX,2
9099,9099,1,9,3,21,WN,N253WN,18,PHX,3
9100,9100,1,9,3,18,WN,N477WN,10,PHX,1
9101,9101,1,9,3,22,WN,N349SW,8,PHX,1
9102,9102,1,9,3,20,WN,N664WN,73,PHX,2
9103,9103,1,9,3,14,WN,N353SW,16,PHX,1
9104,9104,1,9,3,22,WN,N224WN,12,PHX,1
9105,9105,1,9,3,20,WN,N380SW,26,PHX,3
